x	y	zb	h	qx	qy
227095.750	2564475.693	588.767		0.754189	-0.937415	-1.43316
226648.084	2563707.593	652.723		0	0	0
226742.403	2562416.849	619.407		0	0	0
226574.833	2561985.946	536.223		0	0	0
226715.161	2563806.455	659.560		0	0	0
226705.133	2562756.126	643.837		0	0	0
226744.599	2562421.375	621.187		0	0	0
226913.750	2561989.450	572.760		0	0	0
226369.800	2562013.888	564.523		0	0	0
227294.613	2563664.145	601.310		0	0	0
226471.545	2562237.398	592.247		0	0	0
227478.063	2564276.827	603.467		0	0	0
227185.655	2563549.132	582.147		0	0	0
226705.847	2561985.690	536.840		0	0	0
227301.118	2563665.987	610.500		0	0	0
227279.813	2562353.697	609.280		0	0	0
226533.848	2563402.902	618.613		0	0	0
226709.191	2561980.915	536.680		0	0	0
227090.755	2563251.169	647.617		0	0	0
227140.469	2563484.507	592.543		0	0	0
226638.729	2563703.209	652.163		0	0	0
226543.352	2563504.156	594.060		0	0	0
227069.810	2562094.367	629.303		0	0	0
226908.591	2561989.683	571.097		0	0	0
226750.917	2562576.413	628.110		0	0	0
226608.772	2562941.777	619.773		0	0	0
226639.093	2563698.480	651.883		0	0	0
226660.089	2562355.761	597.570		0	0	0
226656.023	2562353.462	597.513		0	0	0
226897.404	2561977.952	572.507		0	0	0
227132.389	2564564.883	591.147		1.39121	-0.266776	-4.50152
226881.036	2561966.164	569.630		0	0	0
227232.526	2563592.534	587.107		0	0	0
226875.709	2561965.725	569.163		0	0	0
227302.332	2563671.170	603.433		0	0	0
226651.590	2562864.126	638.783		0	0	0
226787.276	2563909.671	666.417		0	0	0
226891.996	2561977.738	572.090		0	0	0
227438.262	2564387.619	592.307		0	0	0
227478.562	2563907.426	609.880		0	0	0
226692.499	2561979.112	536.720		0	0	0
226829.352	2561936.477	562.900		0	0	0
226642.547	2562880.549	634.757		0	0	0
226733.646	2562548.232	642.930		0	0	0
227034.747	2564325.078	649.103		0	0	0
227079.915	2563264.974	632.737		0	0	0
226800.878	2561942.440	556.530		0	0	0
226561.763	2563570.793	628.670		0	0	0
227004.806	2564278.235	681.133		0	0	0
227232.263	2563597.602	586.233		0	0	0
227135.464	2562801.118	587.203		0	0	0
226735.328	2562390.690	605.433		0	0	0
226408.667	2562007.644	539.707		0	0	0
226398.823	2562008.926	540.563		0	0	0
227252.654	2564561.374	592.543		1.11733	-1.28933	-4.01438
226699.415	2563782.481	657.773		0	0	0
227132.058	2562797.305	586.530		0	0	0
226721.796	2561956.596	536.280		0	0	0
227251.188	2563627.288	588.717		0	0	0
227243.022	2563621.511	587.287		0	0	0
226676.713	2562819.365	657.143		0	0	0
226494.847	2562000.842	539.807		0	0	0
227265.740	2562356.008	603.933		0	0	0
226824.241	2563978.788	649.200		0	0	0
227480.382	2563913.441	609.620		0	0	0
227362.474	2563731.746	637.727		0	0	0
227337.259	2564542.149	593.050		1.32663	-2.17776	-4.73651
227009.461	2564286.503	675.623		0	0	0
226609.125	2562329.646	594.863		0	0	0
226736.172	2562553.762	642.357		0	0	0
226476.912	2562237.035	592.200		0	0	0
227260.515	2562314.094	640.380		0	0	0
227055.310	2562088.408	624.573		0	0	0
226704.469	2562363.350	595.057		0	0	0
227229.306	2564556.923	590.637		1.99089	-3.45782	-4.69549
227071.100	2562083.782	632.980		0	0	0
226577.732	2561981.596	536.123		0	0	0
226739.228	2562394.641	608.020		0	0	0
226712.507	2562368.558	595.643		0	0	0
227117.606	2563376.070	623.250		0	0	0
226686.517	2562361.588	596.380		0	0	0
227440.506	2564377.088	592.053		0	0	0
226642.804	2563707.765	652.657		0	0	0
226714.387	2562373.349	596.993		0	0	0
226769.202	2563888.517	665.590		0	0	0
227430.628	2563805.216	639.697		0	0	0
227271.004	2562356.818	605.077		0	0	0
227105.161	2564497.682	589.353		0.394814	-0.512874	-0.466931
226710.821	2562757.778	640.503		0	0	0
227034.893	2564319.996	649.493		0	0	0
227329.128	2563696.719	619.320		0	0	0
227177.780	2562582.127	595.507		0	0	0
226742.860	2562447.208	630.113		0	0	0
226738.889	2562449.839	629.647		0	0	0
227272.881	2564559.155	592.740		1.19203	-0.631434	-4.25886
227075.165	2564359.227	621.003		0	0	0
226730.481	2563823.166	660.817		0	0	0
226687.978	2562366.481	597.503		0	0	0
226804.054	2563932.232	661.160		0	0	0
226481.085	2563278.538	630.437		0	0	0
226528.084	2563403.941	621.443		0	0	0
227403.753	2564532.837	595.770		0.930197	-0.271729	-4.15915
227332.865	2564539.515	592.510		1.34887	-2.55122	-5.65331
227516.101	2564048.487	610.273		0	0	0
226544.309	2563415.655	605.303		0	0	0
226552.024	2563585.775	634.263		0	0	0
226515.587	2563368.962	641.860		0	0	0
227199.716	2562531.028	589.550		0	0	0
227534.867	2564104.514	617.310		0	0	0
226771.530	2563902.268	666.863		0	0	0
226315.845	2562034.575	564.913		0	0	0
226479.935	2562243.100	592.427		0	0	0
227060.430	2564374.286	628.230		0	0	0
227175.242	2562586.957	595.617		0	0	0
226607.082	2562951.884	616.603		0	0	0
226621.691	2563689.242	651.507		0	0	0
226628.339	2563697.289	652.027		0	0	0
226930.349	2564181.223	685.987		0	0	0
226403.981	2562182.048	589.447		0	0	0
226749.132	2562520.203	621.760		0	0	0
226727.766	2562511.639	630.937		0	0	0
227076.991	2562101.309	632.430		0	0	0
226541.031	2563494.612	589.340		0	0	0
226706.308	2562367.929	595.883		0	0	0
226405.977	2562019.871	540.117		0	0	0
226547.732	2563419.252	600.307		0	0	0
226542.081	2562279.628	592.813		0	0	0
226732.550	2562558.187	643.697		0	0	0
227226.792	2562472.338	578.443		0	0	0
226538.691	2563532.251	603.037		0	0	0
226558.389	2563600.932	641.320		0	0	0
226545.367	2563459.860	591.107		0	0	0
226748.700	2562571.002	631.667		0	0	0
226540.870	2563395.387	617.680		0	0	0
226559.518	2563565.459	627.503		0	0	0
226718.746	2561977.598	536.593		0	0	0
226535.350	2563396.857	622.257		0	0	0
226545.871	2563455.339	591.337		0	0	0
227129.125	2563497.955	583.513		0	0	0
227222.502	2562474.161	578.833		0	0	0
227178.774	2562188.709	646.683		0	0	0
227113.858	2563372.942	621.763		0	0	0
227150.148	2564562.282	590.950		0.698831	0.690903	-3.24372
227125.531	2564569.953	591.100		1.55185	-0.453748	-4.74733
226685.470	2562802.933	653.427		0	0	0
226538.131	2563527.573	601.113		0	0	0
226484.985	2562242.873	592.407		0	0	0
227144.852	2562145.937	644.780		0	0	0
226705.066	2561996.130	536.970		0	0	0
227268.368	2562320.516	635.353		0	0	0
226737.537	2562593.634	632.770		0	0	0
227057.947	2564349.764	629.763		0	0	0
227254.583	2562303.593	643.607		0	0	0
226397.591	2562014.774	541.603		0	0	0
226575.711	2563003.216	639.710		0	0	0
227166.250	2562606.476	596.513		0	0	0
226662.804	2561965.712	536.417		0	0	0
227436.871	2564413.187	592.677		0	0	0
226930.614	2564176.425	685.367		0	0	0
226480.622	2563288.386	631.470		0	0	0
227144.070	2562141.107	645.840		0	0	0
227249.622	2562403.664	572.480		0	0	0
227274.255	2562351.821	609.223		0	0	0
226745.621	2562524.688	625.873		0	0	0
227503.546	2564218.121	611.923		0	0	0
226494.378	2563126.576	629.637		0	0	0
226632.848	2562919.414	620.987		0	0	0
226321.397	2562022.713	562.127		0	0	0
226510.504	2563368.460	642.037		0	0	0
227144.277	2562710.324	592.937		0	0	0
226905.714	2561983.860	573.477		0	0	0
226423.146	2562001.208	540.343		0	0	0
226735.667	2562614.159	627.617		0	0	0
226806.576	2563936.863	662.163		0	0	0
226478.696	2563134.298	644.167		0	0	0
227212.938	2562495.252	588.840		0	0	0
226617.733	2562930.519	623.650		0	0	0
227155.873	2562696.268	595.577		0	0	0
227468.614	2564313.457	597.470		0	0	0
226540.564	2563380.918	627.640		0	0	0
227150.753	2562711.264	593.320		0	0	0
226809.090	2563949.705	659.987		0	0	0
226809.730	2563945.170	660.283		0	0	0
226667.884	2561967.052	536.470		0	0	0
227150.648	2562721.475	590.550		0	0	0
227216.760	2564556.842	590.563		1.60546	-2.48067	-4.69379
226740.787	2562589.240	631.303		0	0	0
227450.061	2564372.482	591.733		0	0	0
226900.337	2561983.743	568.170		0	0	0
226521.623	2563078.942	624.173		0	0	0
226698.040	2561979.496	536.737		0	0	0
226792.358	2563918.105	667.207		0	0	0
227187.492	2562572.508	596.083		0	0	0
226409.004	2562199.941	591.437		0	0	0
226370.325	2562127.925	580.230		0	0	0
226652.818	2563728.349	654.273		0	0	0
226719.501	2563808.888	659.780		0	0	0
226550.907	2563390.345	614.583		0	0	0
226395.717	2562175.827	590.570		0	0	0
226520.512	2563411.050	622.677		0	0	0
226554.474	2561979.625	535.830		0	0	0
227260.687	2563623.589	596.547		0	0	0
226632.303	2561977.893	536.773		0	0	0
226714.195	2562716.534	649.793		0	0	0
226547.125	2563387.637	618.653		0	0	0
227133.981	2563443.625	620.180		0	0	0
227080.280	2564350.417	615.047		0	0	0
227284.127	2562350.087	611.903		0	0	0
227180.005	2563541.131	582.813		0	0	0
227463.599	2564328.402	591.267		0	0	0
227259.486	2562303.700	644.750		0	0	0
226832.741	2561927.302	566.313		0	0	0
227183.312	2562574.534	595.857		0	0	0
226461.397	2563231.473	640.270		0	0	0
227108.238	2563359.661	622.823		0	0	0
226626.463	2563684.664	650.620		0	0	0
226624.478	2563678.863	649.830		0	0	0
226699.085	2563777.084	657.433		0	0	0
226458.666	2563201.328	647.767		0	0	0
226776.194	2563900.009	666.253		0	0	0
227096.580	2564465.248	588.380		1.11001	-1.30527	-2.26551
227076.657	2564347.510	618.047		0	0	0
227374.747	2564537.597	593.153		2.6165	-5.46025	-4.20258
226740.608	2562466.239	629.840		0	0	0
226537.437	2563407.817	612.567		0	0	0
227145.862	2562699.903	594.037		0	0	0
226311.083	2562025.034	563.183		0	0	0
226577.033	2562993.618	640.907		0	0	0
226611.131	2561980.129	536.447		0	0	0
226712.197	2562763.169	637.970		0	0	0
226370.642	2562092.129	569.253		0	0	0
227422.438	2564529.149	594.387		1.14384	0	0
226736.843	2562468.952	629.800		0	0	0
227097.772	2564491.254	589.357		0.384021	-0.255403	-0.373635
227238.385	2564552.752	591.517		1.3747	-3.00969	-3.41544
226750.356	2562561.014	630.443		0	0	0
226640.600	2562890.515	627.690		0	0	0
226467.298	2562000.963	540.203		0	0	0
227363.439	2563737.200	639.030		0	0	0
227433.762	2564417.287	592.560		0	0	0
227320.574	2563690.855	607.220		0	0	0
226325.249	2562041.166	569.147		0	0	0
227507.250	2564177.132	612.957		0	0	0
227331.179	2563703.155	616.173		0	0	0
226761.327	2563872.132	664.357		0	0	0
227085.378	2564424.338	587.407		2.0598	0.0298771	-2.94213
227121.150	2563399.315	620.230		0	0	0
226738.614	2562708.304	634.880		0	0	0
227255.132	2563622.339	594.327		0	0	0
226571.627	2563616.952	643.327		0	0	0
226735.167	2562705.449	639.250		0	0	0
227495.370	2563985.433	608.967		0	0	0
227123.996	2563462.511	607.623		0	0	0
226555.917	2563596.239	640.067		0	0	0
227061.331	2562088.762	627.477		0	0	0
226548.469	2562279.798	592.763		0	0	0
226722.560	2562722.671	644.807		0	0	0
226541.857	2563407.234	611.657		0	0	0
227106.300	2563336.343	626.930		0	0	0
226715.197	2562753.118	639.590		0	0	0
226381.486	2562147.345	584.937		0	0	0
227370.116	2564534.741	593.200		2.25321	-5.15732	-5.30411
226334.521	2562057.383	570.690		0	0	0
226680.938	2563721.026	648.627		0	0	0
227435.335	2564525.865	591.827		1.77861	1.80379	-7.02618
227155.747	2563514.544	584.060		0	0	0
226971.222	2564234.292	689.373		0	0	0
226766.767	2563882.603	665.160		0	0	0
227134.268	2563498.717	583.663		0	0	0
226538.677	2563376.204	630.163		0	0	0
227432.591	2564520.210	591.687		1.69458	1.2365	-6.91042
226631.354	2562914.716	624.283		0	0	0
227053.114	2562082.959	620.257		0	0	0
226487.948	2562248.399	592.500		0	0	0
226554.215	2563028.202	653.063		0	0	0
226380.733	2562103.458	571.093		0	0	0
226544.544	2563044.448	643.810		0	0	0
226471.467	2562003.733	540.157		0	0	0
227171.304	2562607.487	597.130		0	0	0
226564.878	2562290.995	589.720		0	0	0
226776.541	2563868.718	663.937		0	0	0
226600.437	2562313.362	593.670		0	0	0
226342.929	2562088.124	573.540		0	0	0
227383.402	2564541.366	594.197		2.15317	-4.04049	-3.99922
226463.205	2563236.713	639.607		0	0	0
227257.064	2564552.627	592.457		0.788255	-0.642985	-3.34461
226310.956	2562031.508	563.670		0	0	0
227216.276	2562490.282	588.097		0	0	0
227509.980	2564181.458	612.793		0	0	0
227453.061	2564357.098	591.900		0	0	0
227387.929	2564540.818	595.373		1.09882	-3.21935	-3.05083
227247.347	2562443.140	573.280		0	0	0
226388.646	2562019.147	545.687		0	0	0
226463.806	2563159.600	659.330		0	0	0
227432.490	2564386.302	592.190		0	0	0
227115.598	2562822.294	584.820		0	0	0
226720.340	2562754.047	636.703		0	0	0
226725.327	2563822.379	661.350		0	0	0
226759.027	2563866.633	663.893		0	0	0
226979.073	2562039.995	576.320		0	0	0
227187.095	2562562.288	595.517		0	0	0
227507.325	2564208.649	612.120		0	0	0
226704.494	2562750.233	645.823		0	0	0
226863.218	2564044.972	668.623		0	0	0
227111.757	2562819.815	583.183		0	0	0
227109.940	2563364.614	621.863		0	0	0
227005.408	2564295.531	676.483		0	0	0
227191.627	2563550.728	583.533		0	0	0
227138.402	2562781.337	587.727		0	0	0
227128.469	2562134.941	643.267		0	0	0
226316.014	2562020.917	562.247		0	0	0
226494.227	2563336.709	637.287		0	0	0
227283.557	2562343.925	615.827		0	0	0
227125.872	2563436.819	615.557		0	0	0
226597.793	2562319.214	594.380		0	0	0
226526.262	2563410.002	617.263		0	0	0
227124.125	2563408.770	622.353		0	0	0
227136.444	2563513.883	579.237		0	0	0
227267.550	2564556.941	592.527		1.313	-0.664563	-4.53903
227182.700	2562581.094	596.200		0	0	0
227135.180	2562777.526	588.197		0	0	0
226741.193	2562426.638	625.593		0	0	0
227139.330	2563478.265	598.250		0	0	0
226478.354	2563145.837	645.873		0	0	0
226535.943	2561989.415	537.427		0	0	0
226521.851	2563067.033	637.483		0	0	0
227127.937	2562130.053	643.553		0	0	0
227511.490	2564030.449	609.910		0	0	0
227138.348	2563494.164	585.380		0	0	0
226651.467	2562869.191	635.663		0	0	0
226511.185	2563094.796	632.433		0	0	0
226493.252	2562248.258	592.313		0	0	0
227073.669	2562089.086	631.863		0	0	0
227065.116	2562083.605	630.683		0	0	0
226888.279	2564102.932	678.527		0	0	0
227145.030	2562684.607	594.833		0	0	0
227133.304	2562790.716	586.667		0	0	0
227146.592	2564566.609	591.367		1.0126	-0.160891	-3.9786
227130.493	2563421.744	622.230		0	0	0
226535.889	2563453.622	594.577		0	0	0
226743.647	2562431.292	627.107		0	0	0
226567.230	2562295.990	589.220		0	0	0
226759.379	2562582.371	615.870		0	0	0
226409.564	2562195.391	590.970		0	0	0
226679.763	2563731.081	650.790		0	0	0
227296.679	2564553.721	592.523		1.46944	-1.05983	-4.71081
226665.405	2562838.999	649.453		0	0	0
227439.997	2564393.359	592.377		0	0	0
226498.483	2561996.270	539.363		0	0	0
226741.566	2562579.654	635.757		0	0	0
226569.628	2563627.846	645.107		0	0	0
226488.848	2562000.564	539.947		0	0	0
227127.900	2563442.277	615.627		0	0	0
227336.661	2563703.877	620.477		0	0	0
226550.280	2562284.903	592.800		0	0	0
227069.831	2564355.228	623.660		0	0	0
227077.521	2564368.216	617.170		0	0	0
226715.103	2561982.001	536.680		0	0	0
226713.321	2562726.844	648.403		0	0	0
227472.923	2564302.663	602.977		0	0	0
227128.853	2563463.571	608.530		0	0	0
227137.608	2562787.943	587.480		0	0	0
227309.603	2564542.028	592.467		1.28944	-1.67934	-4.37551
226690.691	2561964.259	536.330		0	0	0
226305.717	2562022.429	563.830		0	0	0
226488.608	2563134.503	634.577		0	0	0
227432.612	2563811.146	636.123		0	0	0
226756.975	2562577.122	622.573		0	0	0
226734.915	2562538.427	640.337		0	0	0
226625.923	2562329.901	594.393		0	0	0
226372.649	2562097.502	569.997		0	0	0
226530.333	2562278.764	592.553		0	0	0
226597.102	2562309.964	593.507		0	0	0
226545.566	2563399.169	613.163		0	0	0
227211.662	2562235.890	643.310		0	0	0
226840.110	2564002.110	653.547		0	0	0
227277.454	2564555.708	592.580		1.30467	-0.741148	-4.48064
226492.442	2563332.495	633.870		0	0	0
226731.088	2562506.710	627.557		0	0	0
226730.745	2562517.119	633.223		0	0	0
226738.190	2562583.771	638.290		0	0	0
226482.983	2563136.969	639.800		0	0	0
227379.407	2564536.002	594.040		2.13711	-4.18359	-2.08391
227442.647	2564383.048	592.177		0	0	0
227475.896	2564306.196	606.383		0	0	0
226535.503	2563459.494	593.567		0	0	0
227235.344	2564556.897	590.830		2.03525	-3.40641	-4.17935
226710.857	2562721.236	651.813		0	0	0
226720.022	2562717.015	645.587		0	0	0
226777.401	2563894.276	665.580		0	0	0
227170.821	2562183.471	644.917		0	0	0
226889.154	2564093.206	677.403		0	0	0
227054.506	2562072.592	616.967		0	0	0
226584.400	2561982.197	536.123		0	0	0
227251.786	2562408.588	573.383		0	0	0
226730.045	2562613.200	633.670		0	0	0
226728.507	2562537.373	641.963		0	0	0
226824.931	2563969.335	648.367		0	0	0
226708.294	2561991.336	536.900		0	0	0
226699.286	2561995.435	536.927		0	0	0
226872.893	2561960.391	572.813		0	0	0
226727.721	2561958.163	536.117		0	0	0
226938.467	2561995.358	574.157		0	0	0
227465.678	2564333.558	591.357		0	0	0
227425.715	2564509.653	591.377		1.48524	0.81653	-3.90924
226559.991	2563591.133	638.320		0	0	0
227508.311	2564187.425	612.703		0	0	0
227150.848	2563516.144	583.163		0	0	0
227288.580	2562340.883	619.090		0	0	0
226682.613	2563735.629	651.890		0	0	0
226672.252	2563757.493	656.033		0	0	0
227135.351	2563475.673	598.363		0	0	0
226548.237	2563547.611	614.927		0	0	0
227493.390	2563962.913	609.310		0	0	0
226656.845	2563725.032	653.913		0	0	0
227434.535	2564469.209	592.703		0.693277	0	0
226867.654	2561960.273	575.973		0	0	0
227161.959	2562656.204	597.843		0	0	0
226716.340	2561971.928	536.293		0	0	0
226902.192	2564127.641	680.910		0	0	0
227437.712	2564472.515	592.350		1.10236	-0.272909	-0.152322
227138.770	2562137.671	645.283		0	0	0
227116.346	2564549.093	590.723		1.32552	0.0275404	-4.47333
226630.481	2561973.049	536.907		0	0	0
227513.058	2564144.151	612.067		0	0	0
226699.342	2562777.623	645.147		0	0	0
226605.768	2561980.363	536.350		0	0	0
226445.832	2563202.939	658.773		0	0	0
226555.297	2561984.745	536.440		0	0	0
227110.873	2562704.886	587.593		0	0	0
226769.992	2563878.138	664.657		0	0	0
227157.833	2562660.523	598.477		0	0	0
226631.599	2562330.249	594.470		0	0	0
227227.769	2562250.556	642.890		0	0	0
226537.559	2563054.791	638.150		0	0	0
227133.860	2562138.782	643.900		0	0	0
227189.562	2562566.787	596.010		0	0	0
227360.927	2564522.399	592.570		1.61161	-4.82595	-7.05101
226607.480	2563674.263	651.197		0	0	0
227504.044	2564189.706	612.547		0	0	0
227315.611	2564542.375	592.697		1.14904	-1.49439	-4.15276
226534.442	2562273.675	592.387		0	0	0
227528.789	2564102.728	615.667		0	0	0
226727.119	2562722.779	644.637		0	0	0
227153.473	2562690.927	595.647		0	0	0
227152.157	2562700.818	594.890		0	0	0
227036.658	2562071.357	599.277		0	0	0
226623.081	2562324.390	594.157		0	0	0
227493.425	2564221.613	609.097		0	0	0
227152.161	2562659.480	597.417		0	0	0
227529.387	2564097.149	616.723		0	0	0
227161.884	2562650.882	597.923		0	0	0
226586.446	2562977.315	632.697		0	0	0
226896.274	2564109.474	678.777		0	0	0
227116.845	2563456.176	606.843		0	0	0
226752.519	2562566.385	628.740		0	0	0
227241.140	2562434.957	572.360		0	0	0
226792.391	2561947.175	554.703		0	0	0
226526.541	2563075.814	622.587		0	0	0
226367.403	2562122.403	580.040		0	0	0
226709.835	2562731.251	649.447		0	0	0
226632.739	2563685.258	650.410		0	0	0
226428.427	2562003.130	540.403		0	0	0
226418.825	2562005.198	540.137		0	0	0
227021.202	2564301.140	663.723		0	0	0
226356.900	2562097.580	573.223		0	0	0
226925.033	2564163.227	683.750		0	0	0
227450.212	2563844.454	615.487		0	0	0
226398.604	2562181.384	590.630		0	0	0
227081.493	2564379.329	608.793		0	0	0
227009.329	2564292.402	673.997		0	0	0
226868.133	2564055.795	673.837		0	0	0
226685.223	2562807.940	653.383		0	0	0
